name,url,logo,categories,creation date,region
Sparkcentral,http://www.twitspark.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sparkcentral_squared.png,Sales & Marketing,2012,Flanders
Spott,http://www.appiness.mobi/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Spott_squared.png,Sales & Marketing,2014,Flanders
Strategic Water,http://strategicwater.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Strategic-Water_squared.png,"Agritech, Cleantech & energy",2017,Flanders
Strong Supplies,http://strong.supplies/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Strong-Supplies_squared.png,Healthcare & biotech,2019,Flanders
Sumaqua,http://www.sumaqua.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sumaqua_squared.png,"Agritech, Cleantech & energy",2017,Flanders
Sympl,https://sympl.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sympl_squared.png,HR & Skills,2016,Flanders
TDSGN,https://www.tdsgn.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/download-1_squared.png,Services,,Wallonia
Techwolf,http://www.techwolf.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Techwolf_squared.png,HR & Skills,2018,Flanders
Textgain,http://www.textgain.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Textgain_squared.png,Speech & Text,2015,Flanders
The Kobi Company,http://thekobi.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/The-Kobi-Company_squared.png,"Agritech, Cleantech & energy",2015,Flanders
theMatchbox,http://thematchbox.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/theMatchbox_squared.png,HR & Skills,2015,Flanders
ThePickPath,http://thepickpath.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/ThePickPath_squared.png,Industrial,2016,Wallonia
ThinkNext,http://www.thinknext.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/ThinkNext_squared.png,Speech & Text,2011,Flanders
Toadi,http://www.toadi.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Toadi_squared.png,"Agritech, Cleantech & energy",2017,Flanders
Trackuity,http://www.trackuity.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Trackuity_squared.png,Sales & Marketing,2014,Flanders
Tusk IC,http://www.tusk-ic.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Tusk-IC_squared.png,Industrial,2018,Flanders
UgenTec,http://ugentec.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/UgenTec_squared.png,"RPA, Internal Data & Intelligence",2013,Flanders
Uman.ai,http://uman.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Uman_squared.png,"RPA, Internal Data & Intelligence",2019,Flanders
urbantz,http://www.urbantz.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/urbantz_squared.png,Industrial,2015,Brussels
Valkuren,http://www.valkuren.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Valkuren_squared.png,"RPA, Internal Data & Intelligence",,Brussels
Verbolia,http://verbolia.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Verbolia_squared.png,Sales & Marketing,2018,Wallonia
ViBE,http://www.vibeinmotion.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/ViBE_squared.png,Image & video processing,2013,Wallonia
WeGroup,http://www.wegroup.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/WeGroup_squared.png,Legal & FinTech,2017,Flanders
WeSmart,http://www.wesmart.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/WeSmart_squared.png,"Agritech, Cleantech & energy",2016,Brussels
Willow,http://www.contento.us/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Willow_squared.png,Sales & Marketing,2018,Flanders
Winston Analytics,http://www.winston-analytics.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Winston-Analytics_squared.png,Speech & Text,2018,Flanders
XenomatiX,http://www.xenomatix.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/XenomatiX_squared.png,"Automotive, mobility & travel",2013,Flanders
Xperthis,http://www.xperthis.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Xperthis_squared.png,Healthcare & biotech,2011,Brussels
Yagram Health,http://www.yagram.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Yagram-Health_squared.png,Healthcare & biotech,2014,Brussels
Yazzoom,http://www.yazzoom.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Yazzoom_squared.png,Industrial,2011,Flanders
Yields,http://yields.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Yields_squared.png,Legal & FinTech,2017,Brussels
Yoboo,http://yoboo.health/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Yoboo_squared.png,Healthcare & biotech,2020,Flanders
Zensor,http://www.zensor.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Zensor_squared.png,Industrial,2013,Brussels
Acapela Group,https://www.acapela-group.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Acapela-Group_squared.png,Speech & Text,2003,Wallonia
Acic,http://www.acic.eu/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Acic_squared.png,"Security, Cyber-Security",2003,Wallonia
ACM,https://www.acmonline.eu/login.php,https://community.ai4belgium.be/ai-landscape//landscape_logos/acm_squared.png,Legal & FinTech,2006,Wallonia
Actonomy,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwihua69rO7tAhWChtUKHb8DDx8YABAAGgJ3cw&ohost=www.google.com&cid=CAESQOD2wAaMm978LFJgSpSJVPPCWzil5ja8i25J7R6DaC48uyp9q5QQJf2MrcJeabi9ovIl7ijunPuaL4-fv_I2TsE&sig=AOD64_3nnSJs5bnAPLHiU0joRkn0cFavTA&q&adurl&ved=2ahUKEwj06qe9rO7tAhUN8BoKHZlFALkQ0Qx6BAgFEAE,https://community.ai4belgium.be/ai-landscape//landscape_logos/Actonomy_squared.png,HR & Skills,2001,Flanders
Airshaper,http://www.airshaper.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Airshaper-Zastrugi_squared.png,"Automotive, mobility & travel",2017,Flanders
Aloxy,https://www.aloxy.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Aloxy_squared.png,Industrial,2017,Flanders
Amoobi,https://www.amoobi.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/amoobi_squared.png,Retail & telecom,2011,Wallonia
Ampacimon,http://www.ampacimon.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Ampacimon_squared.png,"Agritech, Cleantech & energy",2010,Wallonia
Aptus,https://www.aptus.be/#,https://community.ai4belgium.be/ai-landscape//landscape_logos/1607861495571_squared.png,Services,2015,Flanders
Arinti,https://arinti.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/arinti-socialmedia_squared.png,Services,2017,Flanders
Arkite,https://arkite.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Arkite_squared.png,Industrial,2015,Flanders
Around Media,https://www.around.media/,https://community.ai4belgium.be/ai-landscape//landscape_logos/1578042670087_squared.png,Services,2015,Flanders
Asylia Diagnostics,https://www.asyliadx.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Asylia-Diagnostics_squared.png,Healthcare & biotech,2016,Flanders
Azumuta,https://www.azumuta.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Azumuta_squared.png,Industrial,2013,Flanders
B12 Consulting,https://www.b12-consulting.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/b12-consulting_squared.png,Services,2012,Wallonia
Blacklight Analytics,https://www.blacklight-analytics.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Blacklight-Analytics_squared.png,"Agritech, Cleantech & energy",2017,Wallonia
BioLizard,https://lizard.bio/,https://community.ai4belgium.be/ai-landscape//landscape_logos/BioLizard_squared.png,Healthcare & biotech,2018,Flanders
Blendr.io,https://www.blendr.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/0_squared.png,Services,2018,Flanders
Brainstorm Consulting,https://www.bstorm.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-final2_squared.png,Services,2014,Wallonia
Building IQ,https://www.b-iq.be/nl,https://community.ai4belgium.be/ai-landscape//landscape_logos/Building-IQ_squared.png,"Agritech, Cleantech & energy",2011,Flanders
byNubian,https://www.bynubian.com/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/byNubian_squared.png,"Agritech, Cleantech & energy",2015,Flanders
Calculus,https://www.calculus.group/?lang=fr,https://community.ai4belgium.be/ai-landscape//landscape_logos/download-2_squared.png,Services,2017,Flanders
Chatlayer,https://chatlayer.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Chatlayer_squared.png,Chatbots & Assistants,2018,Flanders
Chiveo,http://www.chiveo.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-rvb-br-chiveo-groupe_squared.png,Services,2007,Wallonia
Co-libry,https://co-libry.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Co-libry_squared.png,Sales & Marketing,2016,Flanders
Comexis Partners,https://comexis.net/,https://community.ai4belgium.be/ai-landscape//landscape_logos/telechargement_squared.png,Services,1999,Wallonia
Comproved,https://comproved.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Comproved-D-Pac_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",2013,Flanders
Conversation Starter,https://www.conversationstarter.net/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Conversation-Starter_squared.png,HR & Skills,2015,Flanders
Craftworkz,https://www.craftworkz.co/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Craftworkz_squared.png,Chatbots & Assistants,2015,Flanders
Creative Therapy,https://www.mycreativetherapy.com/#pll_switcher,https://community.ai4belgium.be/ai-landscape//landscape_logos/Creative-Therapy_squared.png,Healthcare & biotech,2019,Flanders
Creax,https://creax.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/download-3_squared.png,Services,2000,Flanders
Crodeon Tech.,https://www.crodeon.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Crodeon-Technologies_squared.png,"Security, Cyber-Security",2015,Flanders
CrossLang,http://www.crosslang.com/en,https://community.ai4belgium.be/ai-landscape//landscape_logos/download-4_squared.png,Services,2002,Flanders
Crunch Analytics,https://www.crunchanalytics.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/crunch_squared.png,"RPA, Internal Data & Intelligence",2016,Flanders
Customer-Care AI,http://www.customer-care.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/customer-care-ai-chatbotler_squared.png,Sales & Marketing,,Brussels
Dapesco,https://www.dapesco.com/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Dapesco_squared.png,"Agritech, Cleantech & energy",2002,Wallonia
DART Consulting,http://dartconsult.com/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Dart-logosignature-gris70-150px_squared.png,Services,2014,Brussels
Data Factory,https://www.datafactory.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/5e2035af70ac8acc34661129_logo-datafactory_squared.png,Services,2018,Brussels
DEO,https://deo.care/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Data-driven-Efficency-for-the-Operating-Room-DEO_squared.png,Healthcare & biotech,2018,Flanders
Decis,https://www.decis.be/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Capture_squared.png,Services,2007,Wallonia
D-Sight,http://www.d-sight.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-1_squared.png,Services,2010,Brussels
Deltaray,https://deltaray.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Deltaray_squared.png,Industrial,2019,Flanders
DeltaTec,https://www.deltatec.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-2_squared.png,Services,1986,Wallonia
Depthen,https://www.depthen.com/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Depthen_squared.png,Image & video processing,2018,Wallonia
Dice,https://www.dice-cro.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Dice-Data-Investigation-Company-Europe_squared.png,"RPA, Internal Data & Intelligence",1989,Flanders
BossData,https://bossdata.be/contact/,https://community.ai4belgium.be/ai-landscape//landscape_logos/BossData_squared.png,Sales & Marketing,,Flanders
Docbyte,https://www.docbyte.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Docbyte_squared.png,Legal & FinTech,2006,Flanders
Dual Lab,https://www.duallab.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Dual-Lab_squared.png,"RPA, Internal Data & Intelligence",2008,Brussels
EarlyTracks,https://www.earlytracks.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/EarlyTracks_squared.png,Healthcare & biotech,2009,Brussels
EASICS,https://www.easics.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/EASICS_squared.png,"Hardware, Edge, Drone & geolocation",1991,Flanders
Ectosense,https://www.ectosense.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Ectosense_squared.png,Healthcare & biotech,2015,Flanders
Element 61,https://www.element61.be/en,https://community.ai4belgium.be/ai-landscape//landscape_logos/element-61_squared.png,"RPA, Internal Data & Intelligence",2007,Brussels
EMDYN,https://www.emdyn.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/EMDYN_squared.png,"Security, Cyber-Security",2008,Flanders
Engiforce,http://www.engiforce.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Engiforce_logo_Home_Page_squared.png,Services,2011,Wallonia
Entelec Control Systems,https://www.entelec.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Entelec-Control-Systems_squared.png,"Security, Cyber-Security",1992,Flanders
Epihunter,https://www.epihunter.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Epihunter_squared.png,Healthcare & biotech,2017,Flanders
eXia,https://www.exia.eu/site/,https://community.ai4belgium.be/ai-landscape//landscape_logos/eXia_squared.png,"Automotive, mobility & travel",2013,Brussels
Facelytix,https://www.facelytix.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Facelytix_squared.png,HR & Skills,2016,Flanders
Faktion,https://www.faktion.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/download-5_squared.png,Services,2016,Flanders
FluidDA,https://www.fluidda.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/FluidDA_squared.png,Healthcare & biotech,2005,Flanders
Foodpairing,https://www.foodpairing.com/fr/home,https://community.ai4belgium.be/ai-landscape//landscape_logos/Foodpairing_squared.png,"Agritech, Cleantech & energy",2009,Flanders
Gabi Smartcare,https://gabismartcare.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Gabi-Smartcare_squared.png,Healthcare & biotech,2017,Wallonia
Genae,https://www.genae.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Genae_squared.png,Healthcare & biotech,2005,Flanders
HeartKinetics,https://heartkinetics.com/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/HeartKinetics_squared.png,Healthcare & biotech,2019,Wallonia
Hello Customer,https://www.hellocustomer.com/en/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Hello-Customer_squared.png,Sales & Marketing,2014,Flanders
Hippocreates,http://www.hippocreates.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Hippocreates_squared.png,Healthcare & biotech,2020,Flanders
Horus Software,https://horussoftware.be/fr/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Horus-Software_squared.png,Legal & FinTech,2016,Wallonia
Hovertone,https://www.hovertone.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Hovertone_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",2015,Wallonia
,https://www.hozint.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Hozint-Horizon-Intelligence_squared.png,,2014,Brussels
i.Deeds,https://www.ideeds.be/en,https://community.ai4belgium.be/ai-landscape//landscape_logos/ideeds_squared.png,"RPA, Internal Data & Intelligence",1990,Flanders
IBA,https://iba-worldwide.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/IBA_squared.png,Healthcare & biotech,1986,Wallonia
i-Care,https://www.icareweb.com/fr-be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/i-Care_squared.png,Industrial,2004,Wallonia
ImplicitMeasures,https://implicitmeasures.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/ImplicitMeasures_squared.png,HR & Skills,,Flanders
Ingestic,https://www.ingestic.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-ingestic_squared.png,Services,2011,Wallonia
Inimco,https://inimco.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/inimco_squared.png,Industrial,2016,Flanders
Innovation Sprint,https://innovationsprint.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Innovation-Sprint_squared.png,Healthcare & biotech,2016,Brussels
Instaon,https://instaon.io/fr,https://community.ai4belgium.be/ai-landscape//landscape_logos/instaon_squared.png,Sales & Marketing,2018,Brussels
Intermodalics,https://www.intermodalics.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Intermodalics_squared.png,"Hardware, Edge, Drone & geolocation",2010,Flanders
IP Metro,https://ipmetro.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/IP-Metro_squared.png,"Security, Cyber-Security",2013,Flanders
IPBuilding,https://www.ipbuilding.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/IPBuilding_squared.png,"Agritech, Cleantech & energy",2012,Flanders
I-Pulses,https://www.i-pulses.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-3_squared.png,Services,2018,Wallonia
Iris,https://irisprosolutions.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Iris_squared.png,Speech & Text,1992,Flanders
Ittention,https://www.ittention.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Ittention_squared.png,Sales & Marketing,2016,Wallonia
Ixor,https://ixor.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/1519867848153_squared.png,Services,2002,Flanders
Knowliah,http://www.knowliah.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Knowliah_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",1999,Flanders
LAMMP,https://lammp.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/LAMMP_squared.png,"Agritech, Cleantech & energy",2019,Flanders
Lawrenza,https://lawrenza.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Lawrenza_squared.png,Legal & FinTech,2016,Brussels
Limecraft,https://www.limecraft.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Limecraft_squared.png,Image & video processing,2010,Flanders
Lindacare,https://lindacare.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Lindacare_squared.png,Healthcare & biotech,2015,Flanders
LR Physics Consulting,https://lrdatascience.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/LR-Physics-Consulting_squared.png,Sales & Marketing,2013,Wallonia
Ludebo,https://www.sec-dpo.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Ludebo_squared.png,Legal & FinTech,2019,Wallonia
Marple,https://getmarple.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/marple_squared.png,"RPA, Internal Data & Intelligence",2019,Flanders
Mediabos,https://www.mediabos.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Mediabos_squared.png,"Security, Cyber-Security",2000,Wallonia
Memoco,https://memoco.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Memoco_squared.png,"Agritech, Cleantech & energy",1982,Wallonia
Mentis,https://thingks.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Mentis_squared.png,Speech & Text,2005,Brussels
Metheore,http://metheore.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/metheore_squared.png,Industrial,2018,Wallonia
Minze health,https://minzehealth.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Minze-health_squared.png,Healthcare & biotech,2015,Flanders
Mona,https://mona.health/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Mona_squared.png,Healthcare & biotech,2020,Flanders
Moonoia,https://www.moonoia.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Moonoia_squared.png,"RPA, Internal Data & Intelligence",2019,Wallonia
Movanis,http://www.movanis.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Movanis_squared.png,Industrial,2008,Flanders
NLP Town,https://www.nlp.town/,https://community.ai4belgium.be/ai-landscape//landscape_logos/NLP-Town-Island-constraints_squared.png,Speech & Text,,Flanders
Novable,https://novable.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Novable_squared.png,Sales & Marketing,2019,Brussels
Marketing & more,https://www.marketingandmore.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Marketing-and-more_squared.png,Sales & Marketing,2016,Flanders
Opinum,https://www.opinum.com/fr,https://community.ai4belgium.be/ai-landscape//landscape_logos/Opinum_squared.png,"Agritech, Cleantech & energy",2014,Wallonia
Optimal Computing,https://www.optimalcomputing.be/index.php?company=company,https://community.ai4belgium.be/ai-landscape//landscape_logos/Optimal-Computing_squared.png,Services,2008,Wallonia
Optimal Design,https://optimaldesign.com/OD/company.html,https://community.ai4belgium.be/ai-landscape//landscape_logos/Optimal-Design_squared.png,Services,1997,Brussels
Oscars,https://www.oscars-sa.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Oscars_squared.png,"Hardware, Edge, Drone & geolocation",2007,Wallonia
OSWALD,https://www.oswald.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/OSWALD_squared.png,Chatbots & Assistants,2018,Flanders
Ovizio,https://ovizio.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Ovizio-Imaging-Systems_squared.png,Healthcare & biotech,2010,Brussels
Partheas,https://partheas.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Partheas_squared.png,Healthcare & biotech,2012,Flanders
Pegus Digital,https://pegus.digital/,https://community.ai4belgium.be/ai-landscape//landscape_logos/1557739901139_squared.png,Services,2012,Flanders
PEPITe,https://www.pepite.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/PEPITe_squared.png,Industrial,2002,Wallonia
P4A,https://performanceforassets.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-4-1_squared.png,Services,2017,Wallonia
Phasya,https://www.phasya.com/en,https://community.ai4belgium.be/ai-landscape//landscape_logos/Phasya_squared.png,Healthcare & biotech,2014,Wallonia
PRICING PACT,https://www.pricingpact.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/PricingPact_squared.png,Sales & Marketing,2017,Brussels
ProteoFormiX,https://www.proteoformix.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/ProteoFormiX_squared.png,Healthcare & biotech,2017,Flanders
Proxyclick,https://www.proxyclick.com/fr/?ads_cmpid=10183243095&ads_adid=100705580294&ads_matchtype=e&ads_network=g&ads_creative=438584373765&utm_term=proxyclick&ads_targetid=kwd-333521833842&utm_campaign=&utm_source=adwords&utm_medium=ppc&ttv=2&gclid=Cj0KCQiAoab_BRCxARIsANMx4S4eNWy3CB0MJQS_f507NsZWoBKEntVo3N3ow4gD_75rlWTZ5BN3a5QaAgU_EALw_wcB,https://community.ai4belgium.be/ai-landscape//landscape_logos/27_squared.png,Services,2004,Brussels
Python Predictions,https://www.pythonpredictions.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Python-Predictions_squared.png,"RPA, Internal Data & Intelligence",2006,Brussels
Qompium,https://www.fibricheck.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Qompium_squared.png,Healthcare & biotech,2015,Flanders
railnova,https://www.railnova.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/railnova_squared.png,"Automotive, mobility & travel",2010,Brussels
Raymon,http://raymon.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Raymon_squared.png,"Hardware, Edge, Drone & geolocation",2019,Flanders
Relu,http://relu.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Relu_squared.png,Healthcare & biotech,2019,Flanders
Riaktr,http://www.riaktr.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Riaktr_squared.png,Retail & telecom,2009,Brussels
Robonext,http://www.robonext.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Robonext_squared.png,"RPA, Internal Data & Intelligence",2018,Flanders
Saana,https://saana.co/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Saana_squared.png,Healthcare & biotech,2020,Brussels
salamander U,https://www.salamanderu.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/salamander-U_squared.png,Healthcare & biotech,2015,Wallonia
Savaco,http://www.savaco.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/1519856862217_squared.png,Services,1991,Flanders
Savics,http://www.savics.org/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Savics_squared.png,Healthcare & biotech,2016,Brussels
ShiftMeApp,http://www.restaurant.shiftmeapp.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/ShiftMeApp_squared.png,HR & Skills,2015,Brussels
Simpl,http://www.logiciel-crm.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Simpl_squared.png,Healthcare & biotech,2005,Wallonia
SIRIUS Insight,http://www.siriusinsight.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/SIRIUS-Insight_squared.png,Sales & Marketing,1990,Wallonia
Sirris,http://www.sirris.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sirris_squared.png,Industrial,1949,Wallonia
Sitemark,https://www.sitemark.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sitemark_squared.png,Industrial,2016,Flanders
Sitemark,http://%20https//www.smartnodes.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sitemark_squared.png,Industrial,2014,Wallonia
SmartSpoken,http://www.thecofoundry.co/investments-1/2016/12/29/smartspoken,https://community.ai4belgium.be/ai-landscape//landscape_logos/SmartSpoken_squared.png,Speech & Text,2015,Flanders
Sneezz,https://sneezz.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sneezz_squared.png,Healthcare & biotech,2016,Flanders
Solvice,http://www.solvice.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/solvice.jpeg,Industrial,2015,Flanders
Sparkle,https://www.sparkle.tech/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sparkle_oranje_RGB_transparant_squared.png,Services,2016,Wallonia
Spentys,http://%20https//www.spentys.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Spentys_squared.png,Healthcare & biotech,2017,Brussels
Sunrise,http://www.sunrise-sleep.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sunrise_squared.png,Healthcare & biotech,2015,Wallonia
sweepatic,http://%20https//www.sweepatic.com,https://community.ai4belgium.be/ai-landscape//landscape_logos/sweepatic_squared.png,"Security, Cyber-Security",2016,Flanders
Taglayer,http://www.taglayer.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/taglayer.jpeg,Sales & Marketing,2016,Flanders
Tapptic,http://www.tapptic.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/5c7d2faa5c22936edc4d841f_Logo_white-1_squared.png,Services,2010,Brussels
TELEMIS,http://www.telemis.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/TELEMIS_squared.png,Healthcare & biotech,1999,Wallonia
Tengu,https://www.tengu.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/download-6_squared.png,Services,2016,Flanders
The Grain,https://www.thegrain.pro/,https://community.ai4belgium.be/ai-landscape//landscape_logos/The-Grain_squared.png,Industrial,2008,Flanders
The Medical Cloud Company,http://www.medicalcloudcompany.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/The-Medical-Cloud-Company_squared.png,Healthcare & biotech,2018,Wallonia
